region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1998,59.076
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1997,4.325
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1997,44631
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1997,31256
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1997,31.315
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1997,10.67
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),1997,19.0396072
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1997,11338733
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1997,2.83165904324581
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1997,58.439
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1997,34.8
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,48.3
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1996,32.65
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1996,11.028
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1996,57.895
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1996,32483
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1996,46106
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1996,3.01822163602952
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1996,11022162
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,45.4
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1996,32.6
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),1996,22.80050168
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1996,4.504
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1995,57.446
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1995,4.685
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),1995,16.95654331
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1995,34.088
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1995,11.348
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1995,30.3
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,42.5
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1995,10694459
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1995,3.22318296793975
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1995,46309
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1995,32811
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1994,4.867
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1994,28
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1994,39.6
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1994,57.093
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1994,35.63
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1994,11.626
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1994,10355253
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1994,3.41998855597481
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1994,32105
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1994,45290
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1993,37.261
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1993,11.882
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1993,5.052
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1993,25.8
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1993,36.7
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1993,56.804
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1993,30677
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1993,43392
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1993,3.53792785050619
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1993,10007092
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1992,5.237
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1992,23.5
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1992,33.8
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1992,29166
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1992,41563
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1992,56.533
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1992,3.53651921324464
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1992,12.141
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1992,9659238
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1992,38.95
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1991,5.421
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1991,23.5
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1991,33.8
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1991,3.4341477467482
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1991,9323607
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1991,40683
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1991,28344
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1991,12.431
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1991,40.656
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1991,56.237
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1990,55.922
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1990,42.367
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1990,12.679
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1990,9008856
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1990,3.21818283597707
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1990,41249
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1990,28623
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1990,33.8
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1990,23.4
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1990,5.601
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2010,1337705000
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2010,1.65
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2010,91.4
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2010,97.4
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2010,215.82446703
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2010,7.11
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2010,251554
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2010,0.482959688678361
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2010,11.9
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2010,76.207
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2010,216375
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2009,274052
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2009,235968
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2009,97.4
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2009,90.5
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2009,1.642
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2009,1331260000
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2009,0.497381400884935
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2009,7.08
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2009,76.049
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2009,12.13
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2009,188.98104243
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2008,75.889
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2008,7.06
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2008,0.51238693163744
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2008,1324655000
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2008,154.93177632
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2008,12.14
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2008,303084
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2008,260204
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,97.4
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2008,89.5
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2008,1.63
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2007,1.617
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2007,88.5
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,97.4
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2007,289733
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2007,335768
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2007,113.38614393
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2007,6.93
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2007,12.1
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2007,75.723
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2007,0.522271866392275
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2007,1317885000
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2006,6.81
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2006,87.4
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,97.3
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2006,0.558374367373002
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2006,1311020000
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2006,75.545
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2006,92.57459188
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2006,1.602
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2006,12.09
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2006,370640
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2006,320578
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,97.3
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2005,86.3
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2005,6.51
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2005,12.4
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2005,79.72724348
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2005,75.339
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2005,350485
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2005,406101
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2005,0.588124989556992
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2005,1.585
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2005,1303720000
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2004,1296075000
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2004,6.42
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2004,0.593932815112141
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2004,69.59153718
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2004,75.087
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2004,381407
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2004,443233
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2004,12.29
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2004,1.566
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2004,85.2
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,97.3
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2003,12.41
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2003,1.546
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2003,84
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,97.3
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2003,410531
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2003,482382
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2003,0.622860936133583
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2003,6.4
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2003,1288400000
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2003,74.784
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2003,60.7147926
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2002,1.527
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2002,74.43
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2002,0.669999567758626
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2002,1280400000
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2002,12.86
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2002,519912
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2002,435516
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,97.3
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2002,82.8
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2002,53.69986898
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2002,6.41
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2001,0.726380637838525
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2001,554286
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2001,457841
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2001,74.036
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2001,46.8808979
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2001,6.43
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2001,1.514
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2001,13.38
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2001,1271850000
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,97.3
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2001,81.6
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",2000,73.622
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,97.2
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),2000,80.3
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",2000,1.51
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2000,14.03
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2000,6.45
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),2000,43.0257289
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,2000,472967
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,2000,585027
East Asia & Pacific,China,Health: Population: Structure,"Population, total",2000,1262645000
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),2000,0.787956592953992
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1999,14.64
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1999,97.2
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1999,79.1
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,6.46
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),1999,38.19567923
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1999,477221
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1999,607828
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1999,0.865851392993279
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1999,1252735000
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1999,1.52
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1999,73.214
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1998,473970
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1998,621642
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1998,6.5
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1998,1.546
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1998,72.836
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1998,1241935000
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1998,0.959550406298151
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,97.2
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1998,77.8
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),1998,34.92657213
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1998,15.64
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1997,1.02345002419879
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1997,476164
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1997,644236
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1997,76.5
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,97.2
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1997,72.506
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1997,1.591
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1997,1230075000
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),1997,30.51117097
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1997,6.51
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1997,16.57
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1996,700611
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1996,503219
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1996,16.98
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1996,1217550000
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1996,1.04814151412165
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,97.2
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1996,75.2
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),1996,25.97525599
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1996,6.56
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1996,1.656
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1996,72.229
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,97.1
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1995,809206
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1995,569501
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1995,73.9
East Asia & Pacific,China,Health: Health services,Health expenditure per capita (current US$),1995,20.74271133
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1995,17.12
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1995,1.746
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1995,72.002
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1995,1.08650915088974
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1995,1204855000
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1995,6.57
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1994,17.7
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1994,694178
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1994,960972
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1994,97.1
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1994,72.5
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1994,6.49
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1994,1.865
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1994,71.814
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1994,1.13026063215591
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1994,1191835000
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1993,866425
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1993,1162575
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1993,1.14961943083465
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1993,1178440000
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1993,18.09
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1993,6.64
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1993,2.009
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1993,71.2
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1993,97.1
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1993,71.643
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1992,18.27
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1992,2.171
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1992,71.47
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1992,1.2255362283362
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1992,1164970000
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1992,1056381
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1992,1375893
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1992,6.64
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1992,69.8
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1992,97.1
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1991,19.68
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1991,1544647
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1991,1216711
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1991,71.286
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1991,97.1
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1991,68.3
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1991,6.7
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1991,1150780000
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1991,1.36443400840349
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1991,2.342
East Asia & Pacific,China,Health: Population: Structure,"Population, total",1990,1135185000
East Asia & Pacific,China,Health: Population: Dynamics,Population growth (annual %),1990,1.46730321087928
East Asia & Pacific,China,Health: Mortality,"Life expectancy at birth, female (years)",1990,71.086
East Asia & Pacific,China,Health: Reproductive health,"Fertility rate, total (births per woman)",1990,2.506
East Asia & Pacific,China,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1990,21.06
East Asia & Pacific,China,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1990,6.67
East Asia & Pacific,China,Health: Disease prevention,Improved water source (% of population with access),1990,66.9
East Asia & Pacific,China,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1990,97
East Asia & Pacific,China,Health: Mortality,Number of infant deaths,1990,1318731
East Asia & Pacific,China,Health: Mortality,Number of under-five deaths,1990,1633808
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2010,21.583
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2010,154.29097272
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2010,95.1
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2010,99.3
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2010,6.633
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2010,0.946142309349991
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2010,859952
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2010,455
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2010,390
